"Leg","City","Region","Title","Description","Ideal for","How to get there","Cost","Category","Reach","Adventure","Website","Google Maps","Photo"
"4","Florence","Tuscany","Scuola del Cuoio — the leather school","Jude's leatherworking: a working leather school inside Santa Croce runs hands-on craft sessions.","jude","In Florence — walk / short bus from San Frediano","Class varies","craft","In town","★","https://www.scuoladelcuoio.com/en/","https://www.google.com/maps/search/?api=1&query=Scuola%20del%20Cuoio%20%E2%80%94%20the%20leather%20school%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Scuola_del_cuoio_Firenze.jpg?width=800"
"4","Florence","Tuscany","Stibbert Museum — armor and samurai","Eccentric collector's villa crammed with European armor and a full hall of Japanese samurai armor and swords; uncrowded.","all","In Florence — short bus ride out from the centre","","weird","In town","★","https://www.museostibbert.it/en","https://www.google.com/maps/search/?api=1&query=Stibbert%20Museum%20%E2%80%94%20armor%20and%20samurai%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Florence","Tuscany","The Buontalenti Grotto in Boboli","Mannerist fake cave with fake stalactites, sponge-stone figures and frescoed beasts, built for Francesco I de' Medici in the 1580s.","keir · all","In Florence — inside the Boboli Gardens, ~10 min from base","Included with Boboli entry","caves","In town","","https://www.uffizi.it/en/boboli-garden","https://www.google.com/maps/search/?api=1&query=The%20Buontalenti%20Grotto%20in%20Boboli%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Florence","Tuscany","The Vasari Corridor","Medici's private elevated tunnel from Palazzo Vecchio over Ponte Vecchio to Pitti Palace; reopened Dec 2024. Max 5 tickets.","all","In Florence — book Uffizi + corridor supplement well ahead","","secret","In town","★","https://www.uffizi.it/en/corridoio-vasariano","https://www.google.com/maps/search/?api=1&query=The%20Vasari%20Corridor%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Florence","Tuscany","The window that can never be closed","On Piazza SS. Annunziata, a Palazzo Grifoni shutter has stood open ~500 years per a haunting bridal legend.","jude","In Florence — spot it from the piazza, walkable","Free","weird","In town","","https://www.visittuscany.com/en/ideas/mysteries-oddities-and-scary-stories-of-florence/","https://www.google.com/maps/search/?api=1&query=The%20window%20that%20can%20never%20be%20closed%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Florence","Tuscany","Uffizi family treasure hunt","A kid-focused hunt that turns the Uffizi into a game.","grey","In Florence — the Uffizi","tour + entry","hunt","In town","","","https://www.google.com/maps/search/?api=1&query=Uffizi%20family%20treasure%20hunt%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Florence","Tuscany","Zecchi — the Renaissance color shop","Artists'-supply shop on Via dello Studio still grinding pigments by hand, including ultramarine from ground lapis lazuli.","jude","In Florence — walkable, near the Duomo","Free to browse","rock","In town","","https://zecchi.it/?lang=eng","https://www.google.com/maps/search/?api=1&query=Zecchi%20%E2%80%94%20the%20Renaissance%20color%20shop%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Chianti","Tuscany","A Chianti / wine day","Roll into the vineyards south of the city for a tasting and long lunch among the cypresses.","all","Driver-led day out from Florence","","nature","Day-trip","","https://www.visittuscany.com/en/","https://www.google.com/maps/search/?api=1&query=A%20Chianti%20%2F%20wine%20day%20Chianti%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Chianti_vineyards_in_May.jpg?width=640"
"4","Modena","Emilia-Romagna","A Modena food morning","Traditional balsamic acetaias in family attics, a Parmigiano dairy at dawn, and Massimo Bottura's home city.","all","Day-trip — train from Florence, then ~30-min train Bologna to Modena","","food","Day-trip","","https://www.visitmodena.it/en","https://www.google.com/maps/search/?api=1&query=A%20Modena%20food%20morning%20Modena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Modena_-_Piazza_Grande_-_Panoramica.jpg?width=640"
"4","Abetone","Tuscany","Abetone Gravity Park — teens, September weekends only","A real gondola gravity park in the Tuscan Apennines, but September is WEEKENDS-ONLY (Sep 19/20/26) and it's DH/enduro — good for the 16/18-yo, not a 9-yo. Phone to confirm the late-Sept bike weekends actually run.","rhys · jude","Florence→Pistoia→Abetone by bus, ~3h and sparse. Weekend of Sep 19-20 or 26 only.","Full-day bike pass €35","bike","Day-trip","","https://www.abetone.com/","https://www.google.com/maps/search/?api=1&query=Abetone%20Gravity%20Park%20%E2%80%94%20teens%2C%20September%20weekends%20only%20Abetone%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Bologna","Emilia-Romagna","Archiginnasio + the Anatomical Theatre","Old university hall walled with carved student coats-of-arms, hiding a wooden dissection theatre with a marble slab.","all","Day-trip — 37-min train from Florence, then walk next to Piazza Maggiore","","weird","Day-trip","★","https://www.archiginnasio.it/","https://www.google.com/maps/search/?api=1&query=Archiginnasio%20%2B%20the%20Anatomical%20Theatre%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Lucca","Tuscany","Bike the walls of Lucca","Ride the intact Renaissance city walls of Lucca; easy day trip by train from Florence.","all","By train from Firenze S.M.N.","","transport","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Bike%20the%20walls%20of%20Lucca%20Lucca%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/The_walls_of_Lucca.jpg?width=640"
"4","Bologna","Emilia-Romagna","Cassini's sundial and the unfinished facade (San Petronio)","A 67 m brass meridian across San Petronio's floor, built by Cassini in 1655; a pinhole drops a sun-disc at solar noon.","all","Day-trip — 37-min train from Florence, then walk to Piazza Maggiore","free","church","Day-trip","★","https://www.atlasobscura.com/places/sundial-basilica-di-san-petronio","https://www.google.com/maps/search/?api=1&query=Cassini's%20sundial%20and%20the%20unfinished%20facade%20(San%20Petronio)%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Chianti","Tuscany","Chianti hills — private family MTB","Rolling forest-and-vineyard off-road on gentle gravel/trail; book a private family operator (kid pedal MTBs for Keir, e-MTBs for the teens) — most stock e-bike tours are 14+/165cm and exclude a 9-yo.","keir · all","Day-trip from Florence — operator collects you or starts near a train stop. Confirm a 24"" kid MTB.","Private family half-day ~€80-120pp","bike","Day-trip","","https://www.bikeinflorence.com/tours/family-biking-tours/","https://www.google.com/maps/search/?api=1&query=Chianti%20hills%20%E2%80%94%20private%20family%20MTB%20Chianti%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Chianti_vineyards_in_May.jpg?width=640"
"4","Fiesole","Tuscany","Fiesole — Etruscan-Roman ruins","Ride up to Fiesole for Etruscan-Roman ruins and hilltop views over Florence.","all","Bus/rail up from Florence","","sight","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Fiesole%20%E2%80%94%20Etruscan-Roman%20ruins%20Fiesole%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Fiesole_Cattedrale_di_San_Romolo.jpg?width=640"
"4","Bologna","Emilia-Romagna","Gelato + Santo Stefano's seven churches","A top-gelateria cone then the Basilica di Santo Stefano — a maze of seven interlinked churches and courtyards; free.","grey · all","Day-trip — 37-min train from Florence, then walk to Piazza Santo Stefano","free","church","Day-trip","","https://www.bolognawelcome.com/en/","https://www.google.com/maps/search/?api=1&query=Gelato%20%2B%20Santo%20Stefano's%20seven%20churches%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Anzola","Emilia-Romagna","Gelato Museum Carpigiani","World's first gelato museum: 20+ antique churning machines, the science of freezing, and hands-on batch-making workshops.","grey","Day-trip — 37-min train from Florence, then bus 87 (~20 min) to Anzola","free museum (workshops paid)","food","Day-trip","★","https://www.bolognawelcome.com/en/places/museums-and-art-galleries/gelato-museum-carpigiani-eng","https://www.google.com/maps/search/?api=1&query=Gelato%20Museum%20Carpigiani%20Anzola%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/AnzolaDellEmilia2.jpg?width=640"
"4","Bologna","Emilia-Romagna","Grand Tour Italia food park","The giant food park (the old FICO) on the edge of town — pizza and gelato made in front of you; re-check opening days.","grey · all","Day-trip — 37-min train from Florence, then local transit to the edge of town","","food","Day-trip","","https://www.grandtouritalia.it/en","https://www.google.com/maps/search/?api=1&query=Grand%20Tour%20Italia%20food%20park%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Barga / Il Ciocco","Tuscany","Il Ciocco Bike Park (Barga) — family trails + pump track","Shuttle-served (no lift) but the best FAMILY bike experience on the route: Italy's largest indoor pump track, 70km incl. dedicated Easy & Family trails, qualified instructors, kids' rental.","keir · all","Day-trip/overnight from Florence — train to Lucca then Barga-Gallicano (~40-50 min) + a short resort shuttle up the hill. Confirm Sept shuttle days + kid bike stock.","Pump track €20/€15; trail rental + lesson extra","bike","Day-trip","★","https://www.cioccobike.it/","https://www.google.com/maps/search/?api=1&query=Il%20Ciocco%20Bike%20Park%20(Barga)%20%E2%80%94%20family%20trails%20%2B%20pump%20track%20Barga%20%2F%20Il%20Ciocco%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Bologna","Emilia-Romagna","La Finestrella di Via Piella","A shuttered window opens onto a hidden canal between the houses — Bologna's 'Little Venice,' the last uncovered medieval waterway.","keir","Day-trip — 37-min train from Florence, then walk to Via Piella 16","free","secret","Day-trip","★","https://www.bolognawelcome.com/en/blog/seven-secrets-bologna","https://www.google.com/maps/search/?api=1&query=La%20Finestrella%20di%20Via%20Piella%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Fontanellato","Emilia-Romagna","Labirinto della Masone — bamboo maze","The largest bamboo labyrinth in the world.","all","Day-trip — train to Parma + local; ~2h","~€18pp","maze","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Labirinto%20della%20Masone%20%E2%80%94%20bamboo%20maze%20Fontanellato%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Il_Labirinto_della_Masone_visto_dallalto,_Labirinto_della_Masone,_Fontanellato_(PR),_Italia,_2019_foto_G.Ferretti.jpg?width=800"
"4","Modena","Emilia-Romagna","Modena — traditional balsamic acetaia","Morning trip toward Modena to watch Parmigiano-Reggiano made at dawn and taste barrel-aged balsamic.","grey · all","Day-trip — train ~1h; book ahead","Free–low (individuals)","food","Day-trip","★","https://www.parmigianoreggiano.com/","https://www.google.com/maps/search/?api=1&query=Modena%20%E2%80%94%20traditional%20balsamic%20acetaia%20Modena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Modena_-_Piazza_Grande_-_Panoramica.jpg?width=640"
"4","Maranello / Modena","Emilia-Romagna","Motor Valley — Ferrari · Lamborghini · Ducati","Ferrari, Lamborghini and Ducati museums (Ducati in-city, Ferrari/Lamborghini toward Modena) — best as a dedicated car day.","jude","Day-trip — train to Bologna/Modena + Modenatur transfer","~€12–32pp/site","machines","Day-trip","★","","https://www.google.com/maps/search/?api=1&query=Motor%20Valley%20%E2%80%94%20Ferrari%20%C2%B7%20Lamborghini%20%C2%B7%20Ducati%20Maranello%20%2F%20Modena%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari-Museum_Maranello_8.JPG?width=640"
"4","Bologna","Emilia-Romagna","Museo per la Memoria di Ustica","A hushed hall rebuilt around a 1980 DC-9 wreck, wrapped in Boltanski's installation of 81 lights and mirrors for 81 victims; heavy.","rhys","Day-trip — 37-min train from Florence, then 10-min walk from Bologna Centrale","free","art","Day-trip","","https://www.museomemoriaustica.it/","https://www.google.com/maps/search/?api=1&query=Museo%20per%20la%20Memoria%20di%20Ustica%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","Osteria del Sole","A 1465 wine-only bar hidden in the Quadrilatero: they pour, you bring food from surrounding market stalls to shared tables.","all","Day-trip — 37-min train from Florence, then walk into the Quadrilatero","","dining","Day-trip","","https://www.osteriadelsole.it/","https://www.google.com/maps/search/?api=1&query=Osteria%20del%20Sole%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","Palazzo Poggi — the university's wunderkammer","18th-century anatomical wax models, obstetric figures, ship models, maps and natural-history oddities in a frescoed palace.","rhys · jude","Day-trip — 37-min train from Florence, then walk to via Zamboni","","weird","Day-trip","★","https://sma.unibo.it/en","https://www.google.com/maps/search/?api=1&query=Palazzo%20Poggi%20%E2%80%94%20the%20university's%20wunderkammer%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","Quadrilatero market food crawl","Graze the medieval market lanes off Piazza Maggiore: cured meats at Tamburini, Mercato di Mezzo, a glass at Osteria del Sole.","all","Day-trip — 37-min Frecciarossa from Florence, then walk to the market lanes off Piazza Maggiore","","market","Day-trip","★","https://www.tamburini.com/en/","https://www.google.com/maps/search/?api=1&query=Quadrilatero%20market%20food%20crawl%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Scarperia","Tuscany","Scarperia — knife & blade making","A historic blade town with hands-on cutlery workshops.","jude","Day-trip — bus ~1h from Florence","varies","craft","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Scarperia%20%E2%80%94%20knife%20%26%20blade%20making%20Scarperia%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Scarperia-Scarperia_view.jpg?width=640"
"4","Bologna","Emilia-Romagna","The feast — ragu, tortellini in brodo, mortadella","A proper sit-down osteria: tagliatelle al ragu, tortellini in brodo, and real mortadella — the reason for the trip.","all","Day-trip — 37-min train from Florence, then walk to a central osteria","","dining","Day-trip","★","https://www.bolognawelcome.com/en/","https://www.google.com/maps/search/?api=1&query=The%20feast%20%E2%80%94%20ragu%2C%20tortellini%20in%20brodo%2C%20mortadella%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","The porticoes — walk to San Luca","UNESCO porticoes; the 3.8 km Portico di San Luca climbs 666 arches to a hilltop basilica, or ride the San Luca Express up.","all","Day-trip — 37-min train from Florence, then walk or San Luca Express tourist train","","architecture","Day-trip","","https://www.bolognawelcome.com/en/","https://www.google.com/maps/search/?api=1&query=The%20porticoes%20%E2%80%94%20walk%20to%20San%20Luca%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","The three arrows of Corte Isolani","Three ancient wooden arrows lodged in the ceiling beams of the dark medieval portico at Strada Maggiore 19, per a grisly legend.","jude","Day-trip — 37-min train from Florence, then walk to Strada Maggiore 19","free","hunt","Day-trip","","https://www.bolognawelcome.com/en/blog/seven-secrets-bologna","https://www.google.com/maps/search/?api=1&query=The%20three%20arrows%20of%20Corte%20Isolani%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","The tortellino and Venus's navel","Legend says the tortellino was modelled on Venus's navel; order tortellini in brodo and settle the family fold debate.","grey · all","Day-trip — 37-min train from Florence, then any proper central osteria","","food","Day-trip","","https://www.bolognawelcome.com/en/food-and-wine","https://www.google.com/maps/search/?api=1&query=The%20tortellino%20and%20Venus's%20navel%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","The Two Towers — climb Asinelli","498 wooden steps up the leaning Asinelli tower for the best view over the red rooftops; timed tickets, book ahead.","all","Day-trip — 37-min train from Florence, then walk to Piazza di Porta Ravegnana","","whoa","Day-trip","★","https://www.torreasinelli.it/","https://www.google.com/maps/search/?api=1&query=The%20Two%20Towers%20%E2%80%94%20climb%20Asinelli%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Bologna","Emilia-Romagna","The whispering telephone (Voltone del Podesta)","Under the vaulted Voltone del Podesta, whisper into a diagonal corner and hear it perfectly across the square — a medieval acoustic trick.","keir · grey","Day-trip — 37-min train from Florence, then walk to Piazza Maggiore","free","weird","Day-trip","","https://www.bolognawelcome.com/en/blog/seven-secrets-bologna","https://www.google.com/maps/search/?api=1&query=The%20whispering%20telephone%20(Voltone%20del%20Podesta)%20Bologna%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Bologna_Panorama.jpg?width=640"
"4","Florence","Tuscany","Tuscan farm / cook day","A farm or cooking day in the Tuscan countryside; easy from Florence.","grey · all","Day out in the countryside from Florence","","food","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Tuscan%20farm%20%2F%20cook%20day%20Florence%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Firenze_Panorama_del_Centro_con_il_Duomo_e_Palazzo_Vecchio.jpg?width=640"
"4","Volterra","Tuscany","Volterra — carve alabaster","Carve alabaster stone in the ancient Etruscan workshop town.","jude","Day-trip — train + bus ~2h; long","Workshop varies","craft","Day-trip","","","https://www.google.com/maps/search/?api=1&query=Volterra%20%E2%80%94%20carve%20alabaster%20Volterra%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Volterra_Panorama_001.JPG?width=640"
"4","Elba","Tuscany","Elba — Rio Marina mining park & minerals","Red iron-rich Martian landscape, old mines, and mineral-collecting — Jude's dream island.","jude","Far — train to Piombino + ferry; an overnight, not a day-trip","~€10–20pp","rock","Far · own trip","★","","https://www.google.com/maps/search/?api=1&query=Elba%20%E2%80%94%20Rio%20Marina%20mining%20park%20%26%20minerals%20Elba%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Portoferraio_panorama_2010.jpg?width=640"
"5","Orvieto","Umbria","Orvieto — the double-helix well + caves","The Pozzo di San Patrizio is two spiral staircases that never meet — plus Etruscan cave-tunnels.","all","On the Florence→Rome train day — well is at the funicular top; station bag storage","Well ~€6pp · caves ~€6pp","detour","On the way","★","","https://www.google.com/maps/search/?api=1&query=Orvieto%20%E2%80%94%20the%20double-helix%20well%20%2B%20caves%20Orvieto%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Pozzo_di_San_Patrizio,_Orvieto.jpg?width=800"
"5","Rome","Lazio","Aperitivo in Trastevere + Testaccio food","Cesare al Casaletto, Flavio al Velavevodetto, Testaccio market — Rome's best eating, working-class and south of the center.","all","In Rome — Metro B to Piramide (Testaccio) / tram 8 Trastevere","","food","In town","","https://www.mercatotestaccio.it/","https://www.google.com/maps/search/?api=1&query=Aperitivo%20in%20Trastevere%20%2B%20Testaccio%20food%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Appia Antica off-road ride (Caffarella)","Ride the ancient basalt Appian Way and the Caffarella valley dirt trails through a huge archaeological park — off-tarmac gravel and cobbles, ruins along the way.","keir · all","In Rome — bus to the park; EcoBike rents kids' bikes from age 4+ (120cm). Flat but genuinely off-road.","Bike ~€15-25/day (six ~€120-170)","bike","In town","","https://www.ecobikeroma.it/en/","https://www.google.com/maps/search/?api=1&query=Appia%20Antica%20off-road%20ride%20(Caffarella)%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Basilica di San Clemente — 3 layers down","Descend through a church, an older church, and a pagan temple with a running stream.","all","In Rome — near the Colosseum","~€10pp","underground","In town","","","https://www.google.com/maps/search/?api=1&query=Basilica%20di%20San%20Clemente%20%E2%80%94%203%20layers%20down%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Bocca della Verita","The giant ancient marble face at Santa Maria in Cosmedin that legend says bites off a liar's hand. Everyone takes the dare and the photo.","grey · keir","In Rome — Metro B to Circo Massimo, walk","small donation","weird","In town","","https://www.turismoroma.it/en/places/mouth-truth","https://www.google.com/maps/search/?api=1&query=Bocca%20della%20Verita%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Borghese Gallery","Bernini's living marble (the Daphne) and Caravaggios in a garden villa. Timed entry, book well ahead. Adults and teens.","rhys · jude","In Rome — Metro A to Spagna, walk through Villa Borghese","","art","In town","★","https://galleriaborghese.beniculturali.it/en/","https://www.google.com/maps/search/?api=1&query=Borghese%20Gallery%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Capuchin Crypt — the bone chapel","Five chapels on Via Veneto decorated entirely in friars' bones. Macabre and beautiful; gauge a sensitive 9-year-old.","all · rhys · jude · grey","In Rome — Via Veneto, Metro A Barberini","~€8.50pp","weird","In town","★","https://www.cappucciniviaveneto.it/en/","https://www.google.com/maps/search/?api=1&query=Capuchin%20Crypt%20%E2%80%94%20the%20bone%20chapel%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Capuchin_Crypt_-_DPLA_-_103cc5af0b9e4d62334af9db890b7c8b.jpg?width=800"
"5","Rome","Lazio","Castel Sant'Angelo","Hadrian's tomb turned papal fortress: ramps, ramparts, a secret escape passage, dungeons, and the best rooftop view in Rome.","all","In Rome — walkable from the Vatican","~€16pp · under-18 free","castle","In town","★","https://castelsantangelo.cultura.gov.it/","https://www.google.com/maps/search/?api=1&query=Castel%20Sant'Angelo%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/RomaCastelSantAngelo.jpg?width=800"
"5","Rome","Lazio","Catacombs + Appian Way","San Callisto or Domitilla: underground early-Christian tunnels, then bikes or a walk on the ancient road above.","all","In Rome — bus 118 to San Callisto","","underground","In town","★","https://www.catacombe.roma.it/en/","https://www.google.com/maps/search/?api=1&query=Catacombs%20%2B%20Appian%20Way%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Centrale Montemartini","Rome's first power station, now a museum where white marble gods stand among black diesel engines, turbines and boilers left in place.","jude","In Rome — Metro B Garbatella","~€10pp","machines","In town","★","https://www.centralemontemartini.org/en","https://www.google.com/maps/search/?api=1&query=Centrale%20Montemartini%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Colosseum Underground","Down into the hypogeum — the tunnels and lifts beneath the arena floor.","all","In Rome — Metro B Colosseo; book the special access","~€24pp (special ticket)","secret","In town","★","","https://www.google.com/maps/search/?api=1&query=Colosseum%20Underground%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Hypogeum_1_(15005526662).jpg?width=800"
"5","Rome","Lazio","Evening centro walk — Pantheon, Trevi, Navona","The greatest free show in Rome after dark, gelato in hand; Giolitti near the Pantheon. Fits Rhys's first legal aperitivo.","all","In Rome — Metro A to Spagna/Barberini, walk","free","sight","In town","","","https://www.google.com/maps/search/?api=1&query=Evening%20centro%20walk%20%E2%80%94%20Pantheon%2C%20Trevi%2C%20Navona%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Explora Children's Museum + Villa Borghese","Hands-on kids' museum, then rent a family rickshaw in the Borghese gardens. Good decompression for the 9-year-old.","grey · keir","In Rome — Metro A to Flaminio, walk","","sight","In town","","https://www.mdbr.it/","https://www.google.com/maps/search/?api=1&query=Explora%20Children's%20Museum%20%2B%20Villa%20Borghese%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Galleria Doria Pamphilj","A private palace still lived in, hung with Velazquez and Caravaggio, with a free audio guide by the prince himself. Calm, uncrowded.","all","In Rome — Via del Corso, central, walk from Metro A","","art","In town","","https://www.doriapamphilj.it/roma/en/","https://www.google.com/maps/search/?api=1&query=Galleria%20Doria%20Pamphilj%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Garbatella neighborhood","1920s garden-city courtyards and real Roman families away from the crush; Metro B to the Colosseum in 10 minutes.","all","In Rome — Metro B to Garbatella","","architecture","In town","","","https://www.google.com/maps/search/?api=1&query=Garbatella%20neighborhood%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Gladiator school — Scuola Gladiatori","Gruppo Storico Romano: tunic, wooden sword, real moves, a mini-tournament and a certificate. Age 6+, so the 9-year-old clears it.","keir · all","In Rome — Via Appia Antica (bus 118)","~€130 for a couple hrs (group)","thrill","In town","★","https://www.gruppostoricoromano.it/?lang=en","https://www.google.com/maps/search/?api=1&query=Gladiator%20school%20%E2%80%94%20Scuola%20Gladiatori%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Museo delle Anime del Purgatorio","One-room museum of scorched handprints and burn marks souls supposedly seared onto books and clothing to beg release from purgatory.","jude","In Rome — Lungotevere Prati, near Metro A Lepanto","free","weird","In town","","https://www.turismoroma.it/en/places/museo-delle-anime-del-purgatorio","https://www.google.com/maps/search/?api=1&query=Museo%20delle%20Anime%20del%20Purgatorio%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Museum of the Holy Souls in Purgatory","A tiny, genuinely bizarre museum of scorch-marks 'left by souls'.","rhys","In Rome — by Castel Sant'Angelo","Free","weird","In town","","","https://www.google.com/maps/search/?api=1&query=Museum%20of%20the%20Holy%20Souls%20in%20Purgatory%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
"5","Rome","Lazio","Palazzo Spada — the forced-perspective trick","Borromini's optical-illusion colonnade that looks four times its real length.","all","In Rome — Campo de' Fiori area","~€5pp","maze","In town","","","https://www.google.com/maps/search/?api=1&query=Palazzo%20Spada%20%E2%80%94%20the%20forced-perspective%20trick%20Rome%20Italy","https://commons.wikimedia.org/wiki/Special:FilePath/Italy,Roma,Panorama_di_Roma.2008.jpg?width=640"
